datetime,date_only,hourly_demand,hourly_average_price,ontario_avg_temp_c,cold_stress,heat_stress,temp_stress_type
2018-01-01 00:00:00,2018-01-01,16627000,51.29,-20.0,1,0,cold
2018-01-01 01:00:00,2018-01-01,16084000,43.59,-20.0,1,0,cold
2018-01-01 02:00:00,2018-01-01,15866000,93.6,-20.0,1,0,cold
2018-01-01 03:00:00,2018-01-01,15725000,54.78,-20.0,1,0,cold
2018-01-01 04:00:00,2018-01-01,15470000,14.35,-20.0,1,0,cold
2018-01-01 05:00:00,2018-01-01,15502000,18.6,-20.0,1,0,cold
2018-01-01 06:00:00,2018-01-01,15750000,21.72,-20.0,1,0,cold
2018-01-01 07:00:00,2018-01-01,15887000,40.89,-20.0,1,0,cold
2018-01-01 08:00:00,2018-01-01,15923000,20.75,-20.0,1,0,cold
2018-01-01 09:00:00,2018-01-01,16381000,74.57,-20.0,1,0,cold
2018-01-01 10:00:00,2018-01-01,16672000,4.65,-20.0,1,0,cold
2018-01-01 11:00:00,2018-01-01,16720000,9.45,-20.0,1,0,cold
2018-01-01 12:00:00,2018-01-01,16839000,13.65,-20.0,1,0,cold
2018-01-01 13:00:00,2018-01-01,16772000,14.37,-20.0,1,0,cold
2018-01-01 14:00:00,2018-01-01,16868000,26.73,-20.0,1,0,cold
2018-01-01 15:00:00,2018-01-01,17314000,42.12,-20.0,1,0,cold
2018-01-01 16:00:00,2018-01-01,18081000,42.28,-20.0,1,0,cold
2018-01-01 17:00:00,2018-01-01,19339000,44.84,-20.0,1,0,cold
2018-01-01 18:00:00,2018-01-01,19249000,42.22,-20.0,1,0,cold
2018-01-01 19:00:00,2018-01-01,18960000,41.06,-20.0,1,0,cold
2018-01-01 20:00:00,2018-01-01,18663000,43.76,-20.0,1,0,cold
2018-01-01 21:00:00,2018-01-01,18074000,48.38,-20.0,1,0,cold
2018-01-01 22:00:00,2018-01-01,17218000,42.58,-20.0,1,0,cold
2018-01-01 23:00:00,2018-01-01,16356000,38.14,-20.0,1,0,cold
2018-01-02 00:00:00,2018-01-02,15809000,31.12,-14.96,1,0,cold
2018-01-02 01:00:00,2018-01-02,15465000,10.76,-14.96,1,0,cold
2018-01-02 02:00:00,2018-01-02,15255000,14.34,-14.96,1,0,cold
2018-01-02 03:00:00,2018-01-02,15236000,0.29,-14.96,1,0,cold
2018-01-02 04:00:00,2018-01-02,15275000,1.43,-14.96,1,0,cold
2018-01-02 05:00:00,2018-01-02,15726000,14.36,-14.96,1,0,cold
2018-01-02 06:00:00,2018-01-02,16874000,19.1,-14.96,1,0,cold
2018-01-02 07:00:00,2018-01-02,17897000,34.9,-14.96,1,0,cold
2018-01-02 08:00:00,2018-01-02,18232000,43.72,-14.96,1,0,cold
2018-01-02 09:00:00,2018-01-02,18739000,46.03,-14.96,1,0,cold
2018-01-02 10:00:00,2018-01-02,19030000,49.4,-14.96,1,0,cold
2018-01-02 11:00:00,2018-01-02,19126000,66.6,-14.96,1,0,cold
2018-01-02 12:00:00,2018-01-02,18984000,42.14,-14.96,1,0,cold
2018-01-02 13:00:00,2018-01-02,18873000,40.35,-14.96,1,0,cold
2018-01-02 14:00:00,2018-01-02,18753000,34.36,-14.96,1,0,cold
2018-01-02 15:00:00,2018-01-02,18883000,29.98,-14.96,1,0,cold
2018-01-02 16:00:00,2018-01-02,19396000,42.86,-14.96,1,0,cold
2018-01-02 17:00:00,2018-01-02,20331000,42.33,-14.96,1,0,cold
2018-01-02 18:00:00,2018-01-02,19890000,40.37,-14.96,1,0,cold
2018-01-02 19:00:00,2018-01-02,19937000,42.44,-14.96,1,0,cold
2018-01-02 20:00:00,2018-01-02,19633000,42.29,-14.96,1,0,cold
2018-01-02 21:00:00,2018-01-02,18816000,41.64,-14.96,1,0,cold
2018-01-02 22:00:00,2018-01-02,17792000,8.01,-14.96,1,0,cold
2018-01-02 23:00:00,2018-01-02,16921000,29.72,-14.96,1,0,cold
2018-01-03 00:00:00,2018-01-03,16277000,2.31,-13.66,1,0,cold
2018-01-03 01:00:00,2018-01-03,15835000,19.43,-13.66,1,0,cold
2018-01-03 02:00:00,2018-01-03,15606000,0.0,-13.66,1,0,cold
2018-01-03 03:00:00,2018-01-03,15554000,0.0,-13.66,1,0,cold
2018-01-03 04:00:00,2018-01-03,15656000,0.0,-13.66,1,0,cold
2018-01-03 05:00:00,2018-01-03,16088000,0.0,-13.66,1,0,cold
2018-01-03 06:00:00,2018-01-03,17140000,32.26,-13.66,1,0,cold
2018-01-03 07:00:00,2018-01-03,18148000,66.58,-13.66,1,0,cold
2018-01-03 08:00:00,2018-01-03,18464000,79.95,-13.66,1,0,cold
2018-01-03 09:00:00,2018-01-03,18933000,88.93,-13.66,1,0,cold
2018-01-03 10:00:00,2018-01-03,19013000,84.83,-13.66,1,0,cold
2018-01-03 11:00:00,2018-01-03,18830000,86.87,-13.66,1,0,cold
2018-01-03 12:00:00,2018-01-03,18804000,88.33,-13.66,1,0,cold
2018-01-03 13:00:00,2018-01-03,18848000,64.63,-13.66,1,0,cold
2018-01-03 14:00:00,2018-01-03,18860000,40.84,-13.66,1,0,cold
2018-01-03 15:00:00,2018-01-03,19119000,56.34,-13.66,1,0,cold
2018-01-03 16:00:00,2018-01-03,19471000,82.3,-13.66,1,0,cold
2018-01-03 17:00:00,2018-01-03,20380000,89.3,-13.66,1,0,cold
2018-01-03 18:00:00,2018-01-03,20108000,88.01,-13.66,1,0,cold
2018-01-03 19:00:00,2018-01-03,20005000,81.94,-13.66,1,0,cold
2018-01-03 20:00:00,2018-01-03,19754000,83.84,-13.66,1,0,cold
2018-01-03 21:00:00,2018-01-03,19002000,84.16,-13.66,1,0,cold
2018-01-03 22:00:00,2018-01-03,18102000,76.34,-13.66,1,0,cold
2018-01-03 23:00:00,2018-01-03,16963000,46.04,-13.66,1,0,cold
2018-01-04 00:00:00,2018-01-04,16223000,15.77,-18.4,1,0,cold
2018-01-04 01:00:00,2018-01-04,15787000,4.94,-18.4,1,0,cold
2018-01-04 02:00:00,2018-01-04,15467000,6.47,-18.4,1,0,cold
2018-01-04 03:00:00,2018-01-04,15185000,0.75,-18.4,1,0,cold
2018-01-04 04:00:00,2018-01-04,15412000,0.0,-18.4,1,0,cold
2018-01-04 05:00:00,2018-01-04,15902000,0.42,-18.4,1,0,cold
2018-01-04 06:00:00,2018-01-04,17158000,23.91,-18.4,1,0,cold
2018-01-04 07:00:00,2018-01-04,18198000,64.7,-18.4,1,0,cold
2018-01-04 08:00:00,2018-01-04,18537000,67.25,-18.4,1,0,cold
2018-01-04 09:00:00,2018-01-04,18760000,66.97,-18.4,1,0,cold
2018-01-04 10:00:00,2018-01-04,18699000,61.74,-18.4,1,0,cold
2018-01-04 11:00:00,2018-01-04,18639000,58.55,-18.4,1,0,cold
2018-01-04 12:00:00,2018-01-04,18537000,51.98,-18.4,1,0,cold
2018-01-04 13:00:00,2018-01-04,18546000,13.35,-18.4,1,0,cold
2018-01-04 14:00:00,2018-01-04,18299000,13.33,-18.4,1,0,cold
2018-01-04 15:00:00,2018-01-04,18613000,13.35,-18.4,1,0,cold
2018-01-04 16:00:00,2018-01-04,19028000,21.1,-18.4,1,0,cold
2018-01-04 17:00:00,2018-01-04,19935000,54.4,-18.4,1,0,cold
2018-01-04 18:00:00,2018-01-04,19930000,56.01,-18.4,1,0,cold
2018-01-04 19:00:00,2018-01-04,19980000,58.91,-18.4,1,0,cold
2018-01-04 20:00:00,2018-01-04,19856000,58.82,-18.4,1,0,cold
2018-01-04 21:00:00,2018-01-04,19678000,60.96,-18.4,1,0,cold
2018-01-04 22:00:00,2018-01-04,18889000,73.71,-18.4,1,0,cold
2018-01-04 23:00:00,2018-01-04,17940000,106.23,-18.4,1,0,cold
2018-01-05 00:00:00,2018-01-05,17475000,18.5,-22.120000000000005,1,0,cold
2018-01-05 01:00:00,2018-01-05,16808000,13.33,-22.120000000000005,1,0,cold
2018-01-05 02:00:00,2018-01-05,16679000,13.36,-22.120000000000005,1,0,cold
2018-01-05 03:00:00,2018-01-05,16620000,13.34,-22.120000000000005,1,0,cold
2018-01-05 04:00:00,2018-01-05,16706000,13.45,-22.120000000000005,1,0,cold
2018-01-05 05:00:00,2018-01-05,17173000,9.69,-22.120000000000005,1,0,cold
2018-01-05 06:00:00,2018-01-05,18123000,68.23,-22.120000000000005,1,0,cold
2018-01-05 07:00:00,2018-01-05,19177000,77.02,-22.120000000000005,1,0,cold
2018-01-05 08:00:00,2018-01-05,19660000,79.79,-22.120000000000005,1,0,cold
2018-01-05 09:00:00,2018-01-05,19836000,77.02,-22.120000000000005,1,0,cold
2018-01-05 10:00:00,2018-01-05,19789000,81.64,-22.120000000000005,1,0,cold
2018-01-05 11:00:00,2018-01-05,19773000,80.73,-22.120000000000005,1,0,cold
2018-01-05 12:00:00,2018-01-05,19585000,70.35,-22.120000000000005,1,0,cold
2018-01-05 13:00:00,2018-01-05,19503000,67.87,-22.120000000000005,1,0,cold
2018-01-05 14:00:00,2018-01-05,19430000,68.42,-22.120000000000005,1,0,cold
2018-01-05 15:00:00,2018-01-05,19647000,75.97,-22.120000000000005,1,0,cold
2018-01-05 16:00:00,2018-01-05,20022000,77.9,-22.120000000000005,1,0,cold
2018-01-05 17:00:00,2018-01-05,20906000,105.23,-22.120000000000005,1,0,cold
2018-01-05 18:00:00,2018-01-05,20706000,112.51,-22.120000000000005,1,0,cold
2018-01-05 19:00:00,2018-01-05,20429000,95.42,-22.120000000000005,1,0,cold
2018-01-05 20:00:00,2018-01-05,20276000,128.05,-22.120000000000005,1,0,cold
2018-01-05 21:00:00,2018-01-05,19754000,77.94,-22.120000000000005,1,0,cold
2018-01-05 22:00:00,2018-01-05,18914000,69.07,-22.120000000000005,1,0,cold
2018-01-05 23:00:00,2018-01-05,18064000,67.57,-22.120000000000005,1,0,cold
2018-01-06 00:00:00,2018-01-06,17293000,42.71,-21.339999999999996,1,0,cold
2018-01-06 01:00:00,2018-01-06,16937000,12.21,-21.339999999999996,1,0,cold
2018-01-06 02:00:00,2018-01-06,16505000,13.32,-21.339999999999996,1,0,cold
2018-01-06 03:00:00,2018-01-06,16599000,13.36,-21.339999999999996,1,0,cold
2018-01-06 04:00:00,2018-01-06,16647000,21.76,-21.339999999999996,1,0,cold
2018-01-06 05:00:00,2018-01-06,16764000,13.35,-21.339999999999996,1,0,cold
2018-01-06 06:00:00,2018-01-06,17155000,47.6,-21.339999999999996,1,0,cold
2018-01-06 07:00:00,2018-01-06,17841000,54.38,-21.339999999999996,1,0,cold
2018-01-06 08:00:00,2018-01-06,18703000,65.51,-21.339999999999996,1,0,cold
2018-01-06 09:00:00,2018-01-06,19116000,60.85,-21.339999999999996,1,0,cold
2018-01-06 10:00:00,2018-01-06,19225000,59.86,-21.339999999999996,1,0,cold
2018-01-06 11:00:00,2018-01-06,19340000,76.16,-21.339999999999996,1,0,cold
2018-01-06 12:00:00,2018-01-06,19153000,64.84,-21.339999999999996,1,0,cold
2018-01-06 13:00:00,2018-01-06,18895000,60.6,-21.339999999999996,1,0,cold
2018-01-06 14:00:00,2018-01-06,18781000,61.0,-21.339999999999996,1,0,cold
2018-01-06 15:00:00,2018-01-06,19077000,67.48,-21.339999999999996,1,0,cold
2018-01-06 16:00:00,2018-01-06,19741000,78.69,-21.339999999999996,1,0,cold
2018-01-06 17:00:00,2018-01-06,20768000,246.37,-21.339999999999996,1,0,cold
2018-01-06 18:00:00,2018-01-06,20217000,75.54,-21.339999999999996,1,0,cold
2018-01-06 19:00:00,2018-01-06,19782000,60.75,-21.339999999999996,1,0,cold
2018-01-06 20:00:00,2018-01-06,19725000,75.64,-21.339999999999996,1,0,cold
2018-01-06 21:00:00,2018-01-06,19538000,104.0,-21.339999999999996,1,0,cold
2018-01-06 22:00:00,2018-01-06,18723000,58.07,-21.339999999999996,1,0,cold
2018-01-06 23:00:00,2018-01-06,17819000,51.34,-21.339999999999996,1,0,cold
2018-01-07 00:00:00,2018-01-07,17015000,48.4,-13.02,1,0,cold
2018-01-07 01:00:00,2018-01-07,16531000,46.71,-13.02,1,0,cold
2018-01-07 02:00:00,2018-01-07,16240000,37.49,-13.02,1,0,cold
2018-01-07 03:00:00,2018-01-07,16103000,25.74,-13.02,1,0,cold
2018-01-07 04:00:00,2018-01-07,16031000,11.34,-13.02,1,0,cold
2018-01-07 05:00:00,2018-01-07,16095000,7.27,-13.02,1,0,cold
2018-01-07 06:00:00,2018-01-07,16439000,14.34,-13.02,1,0,cold
2018-01-07 07:00:00,2018-01-07,16797000,14.34,-13.02,1,0,cold
2018-01-07 08:00:00,2018-01-07,17181000,44.7,-13.02,1,0,cold
2018-01-07 09:00:00,2018-01-07,17757000,14.38,-13.02,1,0,cold
2018-01-07 10:00:00,2018-01-07,18095000,14.37,-13.02,1,0,cold
2018-01-07 11:00:00,2018-01-07,18351000,45.71,-13.02,1,0,cold
2018-01-07 12:00:00,2018-01-07,18486000,47.0,-13.02,1,0,cold
2018-01-07 13:00:00,2018-01-07,18714000,44.4,-13.02,1,0,cold
2018-01-07 14:00:00,2018-01-07,18784000,45.38,-13.02,1,0,cold
2018-01-07 15:00:00,2018-01-07,18833000,39.92,-13.02,1,0,cold
2018-01-07 16:00:00,2018-01-07,19370000,45.87,-13.02,1,0,cold
2018-01-07 17:00:00,2018-01-07,20429000,52.62,-13.02,1,0,cold
2018-01-07 18:00:00,2018-01-07,19967000,62.28,-13.02,1,0,cold
2018-01-07 19:00:00,2018-01-07,19363000,41.06,-13.02,1,0,cold
2018-01-07 20:00:00,2018-01-07,18821000,34.24,-13.02,1,0,cold
2018-01-07 21:00:00,2018-01-07,18019000,20.86,-13.02,1,0,cold
2018-01-07 22:00:00,2018-01-07,17172000,28.24,-13.02,1,0,cold
2018-01-07 23:00:00,2018-01-07,16221000,27.67,-13.02,1,0,cold
2018-01-08 00:00:00,2018-01-08,15521000,0.0,-3.5800000000000005,1,0,cold
2018-01-08 01:00:00,2018-01-08,15129000,0.0,-3.5800000000000005,1,0,cold
2018-01-08 02:00:00,2018-01-08,14916000,0.0,-3.5800000000000005,1,0,cold
2018-01-08 03:00:00,2018-01-08,14880000,0.0,-3.5800000000000005,1,0,cold
2018-01-08 04:00:00,2018-01-08,14919000,0.0,-3.5800000000000005,1,0,cold
2018-01-08 05:00:00,2018-01-08,15426000,0.0,-3.5800000000000005,1,0,cold
2018-01-08 06:00:00,2018-01-08,16606000,1.5,-3.5800000000000005,1,0,cold
2018-01-08 07:00:00,2018-01-08,17913000,11.5,-3.5800000000000005,1,0,cold
2018-01-08 08:00:00,2018-01-08,18029000,11.59,-3.5800000000000005,1,0,cold
2018-01-08 09:00:00,2018-01-08,18047000,9.67,-3.5800000000000005,1,0,cold
2018-01-08 10:00:00,2018-01-08,18239000,14.35,-3.5800000000000005,1,0,cold
2018-01-08 11:00:00,2018-01-08,18177000,69.32,-3.5800000000000005,1,0,cold
2018-01-08 12:00:00,2018-01-08,18185000,41.11,-3.5800000000000005,1,0,cold
2018-01-08 13:00:00,2018-01-08,18242000,18.58,-3.5800000000000005,1,0,cold
2018-01-08 14:00:00,2018-01-08,18245000,33.46,-3.5800000000000005,1,0,cold
2018-01-08 15:00:00,2018-01-08,18103000,14.35,-3.5800000000000005,1,0,cold
2018-01-08 16:00:00,2018-01-08,18502000,24.56,-3.5800000000000005,1,0,cold
2018-01-08 17:00:00,2018-01-08,19355000,14.38,-3.5800000000000005,1,0,cold
2018-01-08 18:00:00,2018-01-08,19080000,14.34,-3.5800000000000005,1,0,cold
2018-01-08 19:00:00,2018-01-08,18840000,12.47,-3.5800000000000005,1,0,cold
2018-01-08 20:00:00,2018-01-08,18477000,10.41,-3.5800000000000005,1,0,cold
2018-01-08 21:00:00,2018-01-08,17814000,12.97,-3.5800000000000005,1,0,cold
2018-01-08 22:00:00,2018-01-08,16740000,0.0,-3.5800000000000005,1,0,cold
2018-01-08 23:00:00,2018-01-08,15681000,0.0,-3.5800000000000005,1,0,cold
2018-01-09 00:00:00,2018-01-09,14900000,4.77,-6.139999999999999,1,0,cold
2018-01-09 01:00:00,2018-01-09,14375000,0.0,-6.139999999999999,1,0,cold
2018-01-09 02:00:00,2018-01-09,14203000,0.0,-6.139999999999999,1,0,cold
2018-01-09 03:00:00,2018-01-09,14134000,1.11,-6.139999999999999,1,0,cold
2018-01-09 04:00:00,2018-01-09,14246000,7.76,-6.139999999999999,1,0,cold
2018-01-09 05:00:00,2018-01-09,14863000,2.22,-6.139999999999999,1,0,cold
2018-01-09 06:00:00,2018-01-09,16195000,18.28,-6.139999999999999,1,0,cold
2018-01-09 07:00:00,2018-01-09,17635000,37.56,-6.139999999999999,1,0,cold
2018-01-09 08:00:00,2018-01-09,17553000,39.53,-6.139999999999999,1,0,cold
2018-01-09 09:00:00,2018-01-09,17577000,37.28,-6.139999999999999,1,0,cold
2018-01-09 10:00:00,2018-01-09,17574000,39.15,-6.139999999999999,1,0,cold
2018-01-09 11:00:00,2018-01-09,17652000,37.97,-6.139999999999999,1,0,cold
2018-01-09 12:00:00,2018-01-09,17417000,38.59,-6.139999999999999,1,0,cold
2018-01-09 13:00:00,2018-01-09,17600000,39.39,-6.139999999999999,1,0,cold
2018-01-09 14:00:00,2018-01-09,17726000,36.56,-6.139999999999999,1,0,cold
2018-01-09 15:00:00,2018-01-09,18005000,35.56,-6.139999999999999,1,0,cold
2018-01-09 16:00:00,2018-01-09,18566000,42.36,-6.139999999999999,1,0,cold
2018-01-09 17:00:00,2018-01-09,19548000,43.85,-6.139999999999999,1,0,cold
2018-01-09 18:00:00,2018-01-09,19229000,42.36,-6.139999999999999,1,0,cold
2018-01-09 19:00:00,2018-01-09,19117000,43.02,-6.139999999999999,1,0,cold
2018-01-09 20:00:00,2018-01-09,18712000,41.34,-6.139999999999999,1,0,cold
2018-01-09 21:00:00,2018-01-09,18074000,38.31,-6.139999999999999,1,0,cold
2018-01-09 22:00:00,2018-01-09,16986000,41.66,-6.139999999999999,1,0,cold
2018-01-09 23:00:00,2018-01-09,15863000,30.97,-6.139999999999999,1,0,cold
2018-01-10 00:00:00,2018-01-10,15104000,6.57,-2.56,1,0,cold
2018-01-10 01:00:00,2018-01-10,14699000,3.33,-2.56,1,0,cold
2018-01-10 02:00:00,2018-01-10,14497000,0.0,-2.56,1,0,cold
2018-01-10 03:00:00,2018-01-10,14508000,3.32,-2.56,1,0,cold
2018-01-10 04:00:00,2018-01-10,14674000,0.0,-2.56,1,0,cold
2018-01-10 05:00:00,2018-01-10,15273000,0.0,-2.56,1,0,cold
2018-01-10 06:00:00,2018-01-10,16444000,4.86,-2.56,1,0,cold
2018-01-10 07:00:00,2018-01-10,17776000,22.02,-2.56,1,0,cold
2018-01-10 08:00:00,2018-01-10,17862000,13.97,-2.56,1,0,cold
2018-01-10 09:00:00,2018-01-10,17599000,21.61,-2.56,1,0,cold
2018-01-10 10:00:00,2018-01-10,17349000,19.91,-2.56,1,0,cold
2018-01-10 11:00:00,2018-01-10,17183000,13.34,-2.56,1,0,cold
2018-01-10 12:00:00,2018-01-10,17097000,13.33,-2.56,1,0,cold
2018-01-10 13:00:00,2018-01-10,17157000,37.91,-2.56,1,0,cold
2018-01-10 14:00:00,2018-01-10,17490000,31.24,-2.56,1,0,cold
2018-01-10 15:00:00,2018-01-10,17736000,6.19,-2.56,1,0,cold
2018-01-10 16:00:00,2018-01-10,18085000,5.75,-2.56,1,0,cold
2018-01-10 17:00:00,2018-01-10,19154000,28.69,-2.56,1,0,cold
2018-01-10 18:00:00,2018-01-10,18712000,29.48,-2.56,1,0,cold
2018-01-10 19:00:00,2018-01-10,18470000,12.84,-2.56,1,0,cold
2018-01-10 20:00:00,2018-01-10,18085000,8.21,-2.56,1,0,cold
2018-01-10 21:00:00,2018-01-10,17325000,5.23,-2.56,1,0,cold
2018-01-10 22:00:00,2018-01-10,16291000,4.78,-2.56,1,0,cold
2018-01-10 23:00:00,2018-01-10,15168000,2.39,-2.56,1,0,cold
2018-01-11 00:00:00,2018-01-11,14338000,0.0,3.1100000000000003,0,0,none
2018-01-11 01:00:00,2018-01-11,13821000,0.0,3.1100000000000003,0,0,none
2018-01-11 02:00:00,2018-01-11,13386000,0.0,3.1100000000000003,0,0,none
2018-01-11 03:00:00,2018-01-11,13218000,0.0,3.1100000000000003,0,0,none
2018-01-11 04:00:00,2018-01-11,13289000,0.0,3.1100000000000003,0,0,none
2018-01-11 05:00:00,2018-01-11,13771000,0.0,3.1100000000000003,0,0,none
2018-01-11 06:00:00,2018-01-11,15146000,0.51,3.1100000000000003,0,0,none
2018-01-11 07:00:00,2018-01-11,16540000,6.23,3.1100000000000003,0,0,none
2018-01-11 08:00:00,2018-01-11,16828000,0.0,3.1100000000000003,0,0,none
2018-01-11 09:00:00,2018-01-11,16789000,0.0,3.1100000000000003,0,0,none
2018-01-11 10:00:00,2018-01-11,16797000,9.2,3.1100000000000003,0,0,none
2018-01-11 11:00:00,2018-01-11,16549000,2.72,3.1100000000000003,0,0,none
2018-01-11 12:00:00,2018-01-11,16459000,0.0,3.1100000000000003,0,0,none
2018-01-11 13:00:00,2018-01-11,16492000,10.16,3.1100000000000003,0,0,none
2018-01-11 14:00:00,2018-01-11,16619000,6.02,3.1100000000000003,0,0,none
2018-01-11 15:00:00,2018-01-11,16858000,6.63,3.1100000000000003,0,0,none
2018-01-11 16:00:00,2018-01-11,17375000,37.6,3.1100000000000003,0,0,none
2018-01-11 17:00:00,2018-01-11,18255000,18.28,3.1100000000000003,0,0,none
2018-01-11 18:00:00,2018-01-11,17915000,10.21,3.1100000000000003,0,0,none
2018-01-11 19:00:00,2018-01-11,17828000,13.58,3.1100000000000003,0,0,none
2018-01-11 20:00:00,2018-01-11,17481000,19.5,3.1100000000000003,0,0,none
2018-01-11 21:00:00,2018-01-11,16772000,15.81,3.1100000000000003,0,0,none
2018-01-11 22:00:00,2018-01-11,15708000,12.12,3.1100000000000003,0,0,none
2018-01-11 23:00:00,2018-01-11,14433000,0.0,3.1100000000000003,0,0,none
2018-01-12 00:00:00,2018-01-12,13692000,0.43,-2.1625,1,0,cold
2018-01-12 01:00:00,2018-01-12,13150000,0.0,-2.1625,1,0,cold
2018-01-12 02:00:00,2018-01-12,12942000,0.0,-2.1625,1,0,cold
2018-01-12 03:00:00,2018-01-12,12974000,0.0,-2.1625,1,0,cold
2018-01-12 04:00:00,2018-01-12,13082000,6.83,-2.1625,1,0,cold
2018-01-12 05:00:00,2018-01-12,13772000,0.43,-2.1625,1,0,cold
2018-01-12 06:00:00,2018-01-12,14724000,0.0,-2.1625,1,0,cold
2018-01-12 07:00:00,2018-01-12,16170000,15.79,-2.1625,1,0,cold
2018-01-12 08:00:00,2018-01-12,16875000,115.99,-2.1625,1,0,cold
2018-01-12 09:00:00,2018-01-12,17088000,136.13,-2.1625,1,0,cold
2018-01-12 10:00:00,2018-01-12,17374000,55.62,-2.1625,1,0,cold
2018-01-12 11:00:00,2018-01-12,17628000,78.89,-2.1625,1,0,cold
2018-01-12 12:00:00,2018-01-12,17643000,65.22,-2.1625,1,0,cold
2018-01-12 13:00:00,2018-01-12,17922000,13.69,-2.1625,1,0,cold
2018-01-12 14:00:00,2018-01-12,17765000,18.91,-2.1625,1,0,cold
2018-01-12 15:00:00,2018-01-12,17849000,15.55,-2.1625,1,0,cold
2018-01-12 16:00:00,2018-01-12,18390000,13.01,-2.1625,1,0,cold
2018-01-12 17:00:00,2018-01-12,19431000,34.87,-2.1625,1,0,cold
2018-01-12 18:00:00,2018-01-12,19339000,32.77,-2.1625,1,0,cold
2018-01-12 19:00:00,2018-01-12,19106000,33.43,-2.1625,1,0,cold
2018-01-12 20:00:00,2018-01-12,18706000,31.39,-2.1625,1,0,cold
2018-01-12 21:00:00,2018-01-12,18202000,22.75,-2.1625,1,0,cold
2018-01-12 22:00:00,2018-01-12,17312000,25.34,-2.1625,1,0,cold
2018-01-12 23:00:00,2018-01-12,16182000,12.36,-2.1625,1,0,cold
2018-01-13 00:00:00,2018-01-13,15585000,16.98,-16.025,1,0,cold
2018-01-13 01:00:00,2018-01-13,15247000,33.97,-16.025,1,0,cold
2018-01-13 02:00:00,2018-01-13,15016000,56.31,-16.025,1,0,cold
2018-01-13 03:00:00,2018-01-13,14912000,19.16,-16.025,1,0,cold
2018-01-13 04:00:00,2018-01-13,14964000,9.57,-16.025,1,0,cold
2018-01-13 05:00:00,2018-01-13,15279000,23.78,-16.025,1,0,cold
2018-01-13 06:00:00,2018-01-13,15781000,5.23,-16.025,1,0,cold
2018-01-13 07:00:00,2018-01-13,16492000,31.66,-16.025,1,0,cold
2018-01-13 08:00:00,2018-01-13,17259000,74.47,-16.025,1,0,cold
2018-01-13 09:00:00,2018-01-13,17775000,25.32,-16.025,1,0,cold
2018-01-13 10:00:00,2018-01-13,17503000,38.32,-16.025,1,0,cold
2018-01-13 11:00:00,2018-01-13,17436000,32.33,-16.025,1,0,cold
2018-01-13 12:00:00,2018-01-13,17173000,41.16,-16.025,1,0,cold
2018-01-13 13:00:00,2018-01-13,17049000,36.41,-16.025,1,0,cold
2018-01-13 14:00:00,2018-01-13,16906000,40.34,-16.025,1,0,cold
2018-01-13 15:00:00,2018-01-13,17314000,40.95,-16.025,1,0,cold
2018-01-13 16:00:00,2018-01-13,18271000,44.18,-16.025,1,0,cold
2018-01-13 17:00:00,2018-01-13,19813000,64.18,-16.025,1,0,cold
2018-01-13 18:00:00,2018-01-13,19738000,48.35,-16.025,1,0,cold
2018-01-13 19:00:00,2018-01-13,19118000,48.67,-16.025,1,0,cold
2018-01-13 20:00:00,2018-01-13,18801000,53.57,-16.025,1,0,cold
2018-01-13 21:00:00,2018-01-13,18279000,52.06,-16.025,1,0,cold
2018-01-13 22:00:00,2018-01-13,17610000,44.35,-16.025,1,0,cold
2018-01-13 23:00:00,2018-01-13,16691000,47.34,-16.025,1,0,cold
2018-01-14 00:00:00,2018-01-14,16245000,143.83,-16.020000000000003,1,0,cold
2018-01-14 01:00:00,2018-01-14,15859000,53.79,-16.020000000000003,1,0,cold
2018-01-14 02:00:00,2018-01-14,15525000,47.08,-16.020000000000003,1,0,cold
2018-01-14 03:00:00,2018-01-14,15385000,43.03,-16.020000000000003,1,0,cold
2018-01-14 04:00:00,2018-01-14,15417000,43.93,-16.020000000000003,1,0,cold
2018-01-14 05:00:00,2018-01-14,15567000,45.77,-16.020000000000003,1,0,cold
2018-01-14 06:00:00,2018-01-14,15940000,55.15,-16.020000000000003,1,0,cold
2018-01-14 07:00:00,2018-01-14,16662000,135.01,-16.020000000000003,1,0,cold
2018-01-14 08:00:00,2018-01-14,17214000,186.96,-16.020000000000003,1,0,cold
2018-01-14 09:00:00,2018-01-14,17298000,70.4,-16.020000000000003,1,0,cold
2018-01-14 10:00:00,2018-01-14,17253000,59.68,-16.020000000000003,1,0,cold
2018-01-14 11:00:00,2018-01-14,17227000,53.6,-16.020000000000003,1,0,cold
2018-01-14 12:00:00,2018-01-14,17076000,62.64,-16.020000000000003,1,0,cold
2018-01-14 13:00:00,2018-01-14,17010000,44.8,-16.020000000000003,1,0,cold
2018-01-14 14:00:00,2018-01-14,17042000,45.83,-16.020000000000003,1,0,cold
2018-01-14 15:00:00,2018-01-14,17750000,51.01,-16.020000000000003,1,0,cold
2018-01-14 16:00:00,2018-01-14,18655000,57.51,-16.020000000000003,1,0,cold
2018-01-14 17:00:00,2018-01-14,19958000,68.94,-16.020000000000003,1,0,cold
2018-01-14 18:00:00,2018-01-14,19621000,63.06,-16.020000000000003,1,0,cold
2018-01-14 19:00:00,2018-01-14,19328000,59.32,-16.020000000000003,1,0,cold
2018-01-14 20:00:00,2018-01-14,19049000,97.07,-16.020000000000003,1,0,cold
