hourly_demand,hourly_average_price,datetime,date_only,ontario_avg_temp_c,cold_stress,heat_stress,temp_stress_type
13198000,0.0,2019-01-01 00:00:00,2019-01-01,-9.24,1,0,cold
12737000,0.0,2019-01-01 01:00:00,2019-01-01,-9.24,1,0,cold
12531000,-0.11,2019-01-01 02:00:00,2019-01-01,-9.24,1,0,cold
12291000,-1.84,2019-01-01 03:00:00,2019-01-01,-9.24,1,0,cold
12305000,-0.47,2019-01-01 04:00:00,2019-01-01,-9.24,1,0,cold
12559000,-0.03,2019-01-01 05:00:00,2019-01-01,-9.24,1,0,cold
13009000,-2.93,2019-01-01 06:00:00,2019-01-01,-9.24,1,0,cold
13234000,-0.03,2019-01-01 07:00:00,2019-01-01,-9.24,1,0,cold
13558000,0.0,2019-01-01 08:00:00,2019-01-01,-9.24,1,0,cold
13973000,0.0,2019-01-01 09:00:00,2019-01-01,-9.24,1,0,cold
14207000,2.7,2019-01-01 10:00:00,2019-01-01,-9.24,1,0,cold
14391000,0.0,2019-01-01 11:00:00,2019-01-01,-9.24,1,0,cold
14442000,0.0,2019-01-01 12:00:00,2019-01-01,-9.24,1,0,cold
14427000,0.38,2019-01-01 13:00:00,2019-01-01,-9.24,1,0,cold
14557000,2.32,2019-01-01 14:00:00,2019-01-01,-9.24,1,0,cold
15000000,7.22,2019-01-01 15:00:00,2019-01-01,-9.24,1,0,cold
16064000,8.41,2019-01-01 16:00:00,2019-01-01,-9.24,1,0,cold
17232000,21.51,2019-01-01 17:00:00,2019-01-01,-9.24,1,0,cold
17278000,30.18,2019-01-01 18:00:00,2019-01-01,-9.24,1,0,cold
17055000,31.16,2019-01-01 19:00:00,2019-01-01,-9.24,1,0,cold
16834000,26.89,2019-01-01 20:00:00,2019-01-01,-9.24,1,0,cold
16320000,15.67,2019-01-01 21:00:00,2019-01-01,-9.24,1,0,cold
15521000,10.99,2019-01-01 22:00:00,2019-01-01,-9.24,1,0,cold
14944000,15.85,2019-01-01 23:00:00,2019-01-01,-9.24,1,0,cold
14631000,33.45,2019-01-02 00:00:00,2019-01-02,-11.6,1,0,cold
14240000,14.75,2019-01-02 01:00:00,2019-01-02,-11.6,1,0,cold
14021000,13.36,2019-01-02 02:00:00,2019-01-02,-11.6,1,0,cold
13924000,13.33,2019-01-02 03:00:00,2019-01-02,-11.6,1,0,cold
14183000,10.23,2019-01-02 04:00:00,2019-01-02,-11.6,1,0,cold
14813000,6.4,2019-01-02 05:00:00,2019-01-02,-11.6,1,0,cold
16096000,10.94,2019-01-02 06:00:00,2019-01-02,-11.6,1,0,cold
17129000,16.0,2019-01-02 07:00:00,2019-01-02,-11.6,1,0,cold
17438000,19.32,2019-01-02 08:00:00,2019-01-02,-11.6,1,0,cold
17409000,19.29,2019-01-02 09:00:00,2019-01-02,-11.6,1,0,cold
17392000,25.5,2019-01-02 10:00:00,2019-01-02,-11.6,1,0,cold
17407000,32.24,2019-01-02 11:00:00,2019-01-02,-11.6,1,0,cold
17611000,32.35,2019-01-02 12:00:00,2019-01-02,-11.6,1,0,cold
17850000,32.37,2019-01-02 13:00:00,2019-01-02,-11.6,1,0,cold
17997000,31.07,2019-01-02 14:00:00,2019-01-02,-11.6,1,0,cold
18464000,35.96,2019-01-02 15:00:00,2019-01-02,-11.6,1,0,cold
18802000,36.83,2019-01-02 16:00:00,2019-01-02,-11.6,1,0,cold
19666000,49.08,2019-01-02 17:00:00,2019-01-02,-11.6,1,0,cold
19285000,36.02,2019-01-02 18:00:00,2019-01-02,-11.6,1,0,cold
19136000,50.93,2019-01-02 19:00:00,2019-01-02,-11.6,1,0,cold
18737000,88.6,2019-01-02 20:00:00,2019-01-02,-11.6,1,0,cold
17961000,40.61,2019-01-02 21:00:00,2019-01-02,-11.6,1,0,cold
16811000,9.99,2019-01-02 22:00:00,2019-01-02,-11.6,1,0,cold
15879000,5.14,2019-01-02 23:00:00,2019-01-02,-11.6,1,0,cold
15236000,0.0,2019-01-03 00:00:00,2019-01-03,-3.76,1,0,cold
14589000,0.96,2019-01-03 01:00:00,2019-01-03,-3.76,1,0,cold
14349000,0.0,2019-01-03 02:00:00,2019-01-03,-3.76,1,0,cold
14024000,0.0,2019-01-03 03:00:00,2019-01-03,-3.76,1,0,cold
14074000,0.0,2019-01-03 04:00:00,2019-01-03,-3.76,1,0,cold
14539000,0.0,2019-01-03 05:00:00,2019-01-03,-3.76,1,0,cold
15604000,1.48,2019-01-03 06:00:00,2019-01-03,-3.76,1,0,cold
16668000,16.38,2019-01-03 07:00:00,2019-01-03,-3.76,1,0,cold
17220000,56.14,2019-01-03 08:00:00,2019-01-03,-3.76,1,0,cold
17670000,86.45,2019-01-03 09:00:00,2019-01-03,-3.76,1,0,cold
17858000,17.37,2019-01-03 10:00:00,2019-01-03,-3.76,1,0,cold
17719000,12.73,2019-01-03 11:00:00,2019-01-03,-3.76,1,0,cold
17417000,8.4,2019-01-03 12:00:00,2019-01-03,-3.76,1,0,cold
17471000,13.35,2019-01-03 13:00:00,2019-01-03,-3.76,1,0,cold
17657000,14.0,2019-01-03 14:00:00,2019-01-03,-3.76,1,0,cold
17777000,14.15,2019-01-03 15:00:00,2019-01-03,-3.76,1,0,cold
18230000,18.8,2019-01-03 16:00:00,2019-01-03,-3.76,1,0,cold
18803000,18.48,2019-01-03 17:00:00,2019-01-03,-3.76,1,0,cold
18414000,9.49,2019-01-03 18:00:00,2019-01-03,-3.76,1,0,cold
18182000,13.65,2019-01-03 19:00:00,2019-01-03,-3.76,1,0,cold
17868000,14.24,2019-01-03 20:00:00,2019-01-03,-3.76,1,0,cold
17048000,8.53,2019-01-03 21:00:00,2019-01-03,-3.76,1,0,cold
16071000,0.87,2019-01-03 22:00:00,2019-01-03,-3.76,1,0,cold
15024000,0.0,2019-01-03 23:00:00,2019-01-03,-3.76,1,0,cold
14378000,0.0,2019-01-04 00:00:00,2019-01-04,1.12,0,0,none
13862000,0.0,2019-01-04 01:00:00,2019-01-04,1.12,0,0,none
13622000,0.0,2019-01-04 02:00:00,2019-01-04,1.12,0,0,none
13464000,0.0,2019-01-04 03:00:00,2019-01-04,1.12,0,0,none
13560000,-0.01,2019-01-04 04:00:00,2019-01-04,1.12,0,0,none
13984000,0.0,2019-01-04 05:00:00,2019-01-04,1.12,0,0,none
15038000,0.0,2019-01-04 06:00:00,2019-01-04,1.12,0,0,none
15999000,2.32,2019-01-04 07:00:00,2019-01-04,1.12,0,0,none
16178000,0.0,2019-01-04 08:00:00,2019-01-04,1.12,0,0,none
16297000,1.81,2019-01-04 09:00:00,2019-01-04,1.12,0,0,none
16269000,10.97,2019-01-04 10:00:00,2019-01-04,1.12,0,0,none
16171000,13.34,2019-01-04 11:00:00,2019-01-04,1.12,0,0,none
15948000,5.91,2019-01-04 12:00:00,2019-01-04,1.12,0,0,none
15733000,8.38,2019-01-04 13:00:00,2019-01-04,1.12,0,0,none
15513000,5.56,2019-01-04 14:00:00,2019-01-04,1.12,0,0,none
15878000,6.67,2019-01-04 15:00:00,2019-01-04,1.12,0,0,none
16633000,11.39,2019-01-04 16:00:00,2019-01-04,1.12,0,0,none
17738000,22.05,2019-01-04 17:00:00,2019-01-04,1.12,0,0,none
17658000,22.27,2019-01-04 18:00:00,2019-01-04,1.12,0,0,none
17425000,13.35,2019-01-04 19:00:00,2019-01-04,1.12,0,0,none
17038000,26.72,2019-01-04 20:00:00,2019-01-04,1.12,0,0,none
16647000,29.3,2019-01-04 21:00:00,2019-01-04,1.12,0,0,none
15772000,24.98,2019-01-04 22:00:00,2019-01-04,1.12,0,0,none
14740000,23.0,2019-01-04 23:00:00,2019-01-04,1.12,0,0,none
13781000,13.16,2019-01-05 00:00:00,2019-01-05,0.2,0,0,none
13223000,1.43,2019-01-05 01:00:00,2019-01-05,0.2,0,0,none
12984000,5.81,2019-01-05 02:00:00,2019-01-05,0.2,0,0,none
12882000,5.75,2019-01-05 03:00:00,2019-01-05,0.2,0,0,none
12994000,5.91,2019-01-05 04:00:00,2019-01-05,0.2,0,0,none
13167000,5.95,2019-01-05 05:00:00,2019-01-05,0.2,0,0,none
13641000,10.25,2019-01-05 06:00:00,2019-01-05,0.2,0,0,none
14488000,10.3,2019-01-05 07:00:00,2019-01-05,0.2,0,0,none
15072000,33.92,2019-01-05 08:00:00,2019-01-05,0.2,0,0,none
15504000,17.63,2019-01-05 09:00:00,2019-01-05,0.2,0,0,none
15764000,49.6,2019-01-05 10:00:00,2019-01-05,0.2,0,0,none
16042000,65.43,2019-01-05 11:00:00,2019-01-05,0.2,0,0,none
16056000,15.71,2019-01-05 12:00:00,2019-01-05,0.2,0,0,none
15840000,15.38,2019-01-05 13:00:00,2019-01-05,0.2,0,0,none
15761000,14.03,2019-01-05 14:00:00,2019-01-05,0.2,0,0,none
15859000,13.32,2019-01-05 15:00:00,2019-01-05,0.2,0,0,none
16343000,5.67,2019-01-05 16:00:00,2019-01-05,0.2,0,0,none
17184000,5.83,2019-01-05 17:00:00,2019-01-05,0.2,0,0,none
16913000,5.31,2019-01-05 18:00:00,2019-01-05,0.2,0,0,none
16558000,10.34,2019-01-05 19:00:00,2019-01-05,0.2,0,0,none
16106000,5.36,2019-01-05 20:00:00,2019-01-05,0.2,0,0,none
15543000,5.7,2019-01-05 21:00:00,2019-01-05,0.2,0,0,none
14756000,0.0,2019-01-05 22:00:00,2019-01-05,0.2,0,0,none
13810000,0.0,2019-01-05 23:00:00,2019-01-05,0.2,0,0,none
13323000,0.0,2019-01-06 00:00:00,2019-01-06,-4.700000000000001,1,0,cold
12839000,0.0,2019-01-06 01:00:00,2019-01-06,-4.700000000000001,1,0,cold
12462000,0.0,2019-01-06 02:00:00,2019-01-06,-4.700000000000001,1,0,cold
12332000,0.0,2019-01-06 03:00:00,2019-01-06,-4.700000000000001,1,0,cold
12502000,0.0,2019-01-06 04:00:00,2019-01-06,-4.700000000000001,1,0,cold
12643000,0.0,2019-01-06 05:00:00,2019-01-06,-4.700000000000001,1,0,cold
13061000,0.0,2019-01-06 06:00:00,2019-01-06,-4.700000000000001,1,0,cold
13748000,0.0,2019-01-06 07:00:00,2019-01-06,-4.700000000000001,1,0,cold
14211000,4.16,2019-01-06 08:00:00,2019-01-06,-4.700000000000001,1,0,cold
14576000,5.72,2019-01-06 09:00:00,2019-01-06,-4.700000000000001,1,0,cold
14798000,3.35,2019-01-06 10:00:00,2019-01-06,-4.700000000000001,1,0,cold
14637000,0.0,2019-01-06 11:00:00,2019-01-06,-4.700000000000001,1,0,cold
14968000,6.63,2019-01-06 12:00:00,2019-01-06,-4.700000000000001,1,0,cold
15167000,12.24,2019-01-06 13:00:00,2019-01-06,-4.700000000000001,1,0,cold
15389000,23.93,2019-01-06 14:00:00,2019-01-06,-4.700000000000001,1,0,cold
15849000,12.25,2019-01-06 15:00:00,2019-01-06,-4.700000000000001,1,0,cold
16731000,15.41,2019-01-06 16:00:00,2019-01-06,-4.700000000000001,1,0,cold
18226000,47.46,2019-01-06 17:00:00,2019-01-06,-4.700000000000001,1,0,cold
18194000,16.97,2019-01-06 18:00:00,2019-01-06,-4.700000000000001,1,0,cold
17843000,17.79,2019-01-06 19:00:00,2019-01-06,-4.700000000000001,1,0,cold
17404000,15.88,2019-01-06 20:00:00,2019-01-06,-4.700000000000001,1,0,cold
16848000,17.96,2019-01-06 21:00:00,2019-01-06,-4.700000000000001,1,0,cold
15899000,17.8,2019-01-06 22:00:00,2019-01-06,-4.700000000000001,1,0,cold
14959000,14.9,2019-01-06 23:00:00,2019-01-06,-4.700000000000001,1,0,cold
14474000,11.49,2019-01-07 00:00:00,2019-01-07,-4.5200000000000005,1,0,cold
14024000,3.74,2019-01-07 01:00:00,2019-01-07,-4.5200000000000005,1,0,cold
13803000,0.0,2019-01-07 02:00:00,2019-01-07,-4.5200000000000005,1,0,cold
13732000,0.0,2019-01-07 03:00:00,2019-01-07,-4.5200000000000005,1,0,cold
14101000,0.0,2019-01-07 04:00:00,2019-01-07,-4.5200000000000005,1,0,cold
14763000,0.49,2019-01-07 05:00:00,2019-01-07,-4.5200000000000005,1,0,cold
16056000,7.73,2019-01-07 06:00:00,2019-01-07,-4.5200000000000005,1,0,cold
17642000,14.83,2019-01-07 07:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18007000,13.33,2019-01-07 08:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18027000,18.23,2019-01-07 09:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18146000,78.07,2019-01-07 10:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18329000,93.64,2019-01-07 11:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18344000,27.94,2019-01-07 12:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18388000,13.34,2019-01-07 13:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18247000,13.35,2019-01-07 14:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18356000,38.73,2019-01-07 15:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18977000,36.24,2019-01-07 16:00:00,2019-01-07,-4.5200000000000005,1,0,cold
19717000,60.9,2019-01-07 17:00:00,2019-01-07,-4.5200000000000005,1,0,cold
19204000,11.8,2019-01-07 18:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18954000,11.97,2019-01-07 19:00:00,2019-01-07,-4.5200000000000005,1,0,cold
18550000,12.73,2019-01-07 20:00:00,2019-01-07,-4.5200000000000005,1,0,cold
17843000,23.49,2019-01-07 21:00:00,2019-01-07,-4.5200000000000005,1,0,cold
16650000,9.68,2019-01-07 22:00:00,2019-01-07,-4.5200000000000005,1,0,cold
15568000,0.89,2019-01-07 23:00:00,2019-01-07,-4.5200000000000005,1,0,cold
14711000,0.0,2019-01-08 00:00:00,2019-01-08,-0.24,1,0,cold
14104000,0.0,2019-01-08 01:00:00,2019-01-08,-0.24,1,0,cold
13773000,0.0,2019-01-08 02:00:00,2019-01-08,-0.24,1,0,cold
13591000,0.0,2019-01-08 03:00:00,2019-01-08,-0.24,1,0,cold
13826000,4.8,2019-01-08 04:00:00,2019-01-08,-0.24,1,0,cold
14413000,12.74,2019-01-08 05:00:00,2019-01-08,-0.24,1,0,cold
15647000,66.11,2019-01-08 06:00:00,2019-01-08,-0.24,1,0,cold
17043000,192.45,2019-01-08 07:00:00,2019-01-08,-0.24,1,0,cold
17102000,13.37,2019-01-08 08:00:00,2019-01-08,-0.24,1,0,cold
16911000,8.45,2019-01-08 09:00:00,2019-01-08,-0.24,1,0,cold
16891000,60.19,2019-01-08 10:00:00,2019-01-08,-0.24,1,0,cold
16873000,17.82,2019-01-08 11:00:00,2019-01-08,-0.24,1,0,cold
16721000,6.62,2019-01-08 12:00:00,2019-01-08,-0.24,1,0,cold
16907000,13.3,2019-01-08 13:00:00,2019-01-08,-0.24,1,0,cold
17045000,13.37,2019-01-08 14:00:00,2019-01-08,-0.24,1,0,cold
17234000,6.05,2019-01-08 15:00:00,2019-01-08,-0.24,1,0,cold
17795000,15.93,2019-01-08 16:00:00,2019-01-08,-0.24,1,0,cold
18527000,19.43,2019-01-08 17:00:00,2019-01-08,-0.24,1,0,cold
18031000,7.09,2019-01-08 18:00:00,2019-01-08,-0.24,1,0,cold
17746000,6.39,2019-01-08 19:00:00,2019-01-08,-0.24,1,0,cold
17361000,10.14,2019-01-08 20:00:00,2019-01-08,-0.24,1,0,cold
16705000,5.66,2019-01-08 21:00:00,2019-01-08,-0.24,1,0,cold
15699000,0.97,2019-01-08 22:00:00,2019-01-08,-0.24,1,0,cold
14746000,0.0,2019-01-08 23:00:00,2019-01-08,-0.24,1,0,cold
13907000,0.0,2019-01-09 00:00:00,2019-01-09,-5.38,1,0,cold
13478000,0.0,2019-01-09 01:00:00,2019-01-09,-5.38,1,0,cold
13443000,0.0,2019-01-09 02:00:00,2019-01-09,-5.38,1,0,cold
13512000,0.0,2019-01-09 03:00:00,2019-01-09,-5.38,1,0,cold
13599000,0.0,2019-01-09 04:00:00,2019-01-09,-5.38,1,0,cold
14067000,0.0,2019-01-09 05:00:00,2019-01-09,-5.38,1,0,cold
15242000,0.39,2019-01-09 06:00:00,2019-01-09,-5.38,1,0,cold
16411000,3.87,2019-01-09 07:00:00,2019-01-09,-5.38,1,0,cold
17061000,5.76,2019-01-09 08:00:00,2019-01-09,-5.38,1,0,cold
17146000,5.52,2019-01-09 09:00:00,2019-01-09,-5.38,1,0,cold
17202000,5.81,2019-01-09 10:00:00,2019-01-09,-5.38,1,0,cold
16931000,5.71,2019-01-09 11:00:00,2019-01-09,-5.38,1,0,cold
16834000,5.58,2019-01-09 12:00:00,2019-01-09,-5.38,1,0,cold
16743000,5.96,2019-01-09 13:00:00,2019-01-09,-5.38,1,0,cold
16807000,5.65,2019-01-09 14:00:00,2019-01-09,-5.38,1,0,cold
17142000,5.22,2019-01-09 15:00:00,2019-01-09,-5.38,1,0,cold
17982000,3.79,2019-01-09 16:00:00,2019-01-09,-5.38,1,0,cold
18794000,5.8,2019-01-09 17:00:00,2019-01-09,-5.38,1,0,cold
18747000,5.82,2019-01-09 18:00:00,2019-01-09,-5.38,1,0,cold
18645000,5.95,2019-01-09 19:00:00,2019-01-09,-5.38,1,0,cold
18334000,6.6,2019-01-09 20:00:00,2019-01-09,-5.38,1,0,cold
17567000,7.81,2019-01-09 21:00:00,2019-01-09,-5.38,1,0,cold
16590000,7.27,2019-01-09 22:00:00,2019-01-09,-5.38,1,0,cold
15477000,0.47,2019-01-09 23:00:00,2019-01-09,-5.38,1,0,cold
14716000,0.0,2019-01-10 00:00:00,2019-01-10,-12.02,1,0,cold
14340000,0.0,2019-01-10 01:00:00,2019-01-10,-12.02,1,0,cold
14134000,0.0,2019-01-10 02:00:00,2019-01-10,-12.02,1,0,cold
14083000,0.0,2019-01-10 03:00:00,2019-01-10,-12.02,1,0,cold
14312000,0.0,2019-01-10 04:00:00,2019-01-10,-12.02,1,0,cold
14965000,0.87,2019-01-10 05:00:00,2019-01-10,-12.02,1,0,cold
16373000,6.91,2019-01-10 06:00:00,2019-01-10,-12.02,1,0,cold
17677000,57.72,2019-01-10 07:00:00,2019-01-10,-12.02,1,0,cold
18082000,27.49,2019-01-10 08:00:00,2019-01-10,-12.02,1,0,cold
17887000,13.32,2019-01-10 09:00:00,2019-01-10,-12.02,1,0,cold
17720000,13.34,2019-01-10 10:00:00,2019-01-10,-12.02,1,0,cold
17294000,8.03,2019-01-10 11:00:00,2019-01-10,-12.02,1,0,cold
17075000,7.15,2019-01-10 12:00:00,2019-01-10,-12.02,1,0,cold
16996000,12.41,2019-01-10 13:00:00,2019-01-10,-12.02,1,0,cold
17104000,13.33,2019-01-10 14:00:00,2019-01-10,-12.02,1,0,cold
17626000,14.83,2019-01-10 15:00:00,2019-01-10,-12.02,1,0,cold
18607000,24.08,2019-01-10 16:00:00,2019-01-10,-12.02,1,0,cold
19804000,36.33,2019-01-10 17:00:00,2019-01-10,-12.02,1,0,cold
20012000,29.32,2019-01-10 18:00:00,2019-01-10,-12.02,1,0,cold
19965000,32.97,2019-01-10 19:00:00,2019-01-10,-12.02,1,0,cold
19638000,62.85,2019-01-10 20:00:00,2019-01-10,-12.02,1,0,cold
18957000,50.28,2019-01-10 21:00:00,2019-01-10,-12.02,1,0,cold
17753000,25.98,2019-01-10 22:00:00,2019-01-10,-12.02,1,0,cold
16737000,20.2,2019-01-10 23:00:00,2019-01-10,-12.02,1,0,cold
15897000,24.55,2019-01-11 00:00:00,2019-01-11,-12.8,1,0,cold
15604000,32.01,2019-01-11 01:00:00,2019-01-11,-12.8,1,0,cold
15697000,39.5,2019-01-11 02:00:00,2019-01-11,-12.8,1,0,cold
15639000,40.87,2019-01-11 03:00:00,2019-01-11,-12.8,1,0,cold
15670000,13.44,2019-01-11 04:00:00,2019-01-11,-12.8,1,0,cold
16306000,18.49,2019-01-11 05:00:00,2019-01-11,-12.8,1,0,cold
17618000,55.32,2019-01-11 06:00:00,2019-01-11,-12.8,1,0,cold
19088000,92.81,2019-01-11 07:00:00,2019-01-11,-12.8,1,0,cold
19305000,46.19,2019-01-11 08:00:00,2019-01-11,-12.8,1,0,cold
19016000,33.42,2019-01-11 09:00:00,2019-01-11,-12.8,1,0,cold
18572000,30.24,2019-01-11 10:00:00,2019-01-11,-12.8,1,0,cold
17974000,28.58,2019-01-11 11:00:00,2019-01-11,-12.8,1,0,cold
17632000,27.24,2019-01-11 12:00:00,2019-01-11,-12.8,1,0,cold
17450000,28.51,2019-01-11 13:00:00,2019-01-11,-12.8,1,0,cold
17481000,28.45,2019-01-11 14:00:00,2019-01-11,-12.8,1,0,cold
18012000,28.7,2019-01-11 15:00:00,2019-01-11,-12.8,1,0,cold
18919000,29.19,2019-01-11 16:00:00,2019-01-11,-12.8,1,0,cold
19934000,37.99,2019-01-11 17:00:00,2019-01-11,-12.8,1,0,cold
19826000,32.25,2019-01-11 18:00:00,2019-01-11,-12.8,1,0,cold
19557000,31.27,2019-01-11 19:00:00,2019-01-11,-12.8,1,0,cold
19207000,29.89,2019-01-11 20:00:00,2019-01-11,-12.8,1,0,cold
18563000,29.13,2019-01-11 21:00:00,2019-01-11,-12.8,1,0,cold
17679000,30.84,2019-01-11 22:00:00,2019-01-11,-12.8,1,0,cold
16548000,26.98,2019-01-11 23:00:00,2019-01-11,-12.8,1,0,cold
15742000,28.01,2019-01-12 00:00:00,2019-01-12,-11.04,1,0,cold
15286000,22.56,2019-01-12 01:00:00,2019-01-12,-11.04,1,0,cold
14936000,18.73,2019-01-12 02:00:00,2019-01-12,-11.04,1,0,cold
14769000,26.54,2019-01-12 03:00:00,2019-01-12,-11.04,1,0,cold
14744000,13.35,2019-01-12 04:00:00,2019-01-12,-11.04,1,0,cold
14983000,32.02,2019-01-12 05:00:00,2019-01-12,-11.04,1,0,cold
15512000,12.1,2019-01-12 06:00:00,2019-01-12,-11.04,1,0,cold
16279000,43.07,2019-01-12 07:00:00,2019-01-12,-11.04,1,0,cold
16962000,21.21,2019-01-12 08:00:00,2019-01-12,-11.04,1,0,cold
17202000,14.35,2019-01-12 09:00:00,2019-01-12,-11.04,1,0,cold
17044000,15.05,2019-01-12 10:00:00,2019-01-12,-11.04,1,0,cold
17015000,17.07,2019-01-12 11:00:00,2019-01-12,-11.04,1,0,cold
16808000,28.98,2019-01-12 12:00:00,2019-01-12,-11.04,1,0,cold
16703000,26.37,2019-01-12 13:00:00,2019-01-12,-11.04,1,0,cold
16796000,28.93,2019-01-12 14:00:00,2019-01-12,-11.04,1,0,cold
17135000,28.09,2019-01-12 15:00:00,2019-01-12,-11.04,1,0,cold
17785000,23.94,2019-01-12 16:00:00,2019-01-12,-11.04,1,0,cold
18853000,23.98,2019-01-12 17:00:00,2019-01-12,-11.04,1,0,cold
18658000,26.09,2019-01-12 18:00:00,2019-01-12,-11.04,1,0,cold
18118000,25.56,2019-01-12 19:00:00,2019-01-12,-11.04,1,0,cold
17750000,24.07,2019-01-12 20:00:00,2019-01-12,-11.04,1,0,cold
17313000,49.89,2019-01-12 21:00:00,2019-01-12,-11.04,1,0,cold
16705000,33.96,2019-01-12 22:00:00,2019-01-12,-11.04,1,0,cold
15867000,19.05,2019-01-12 23:00:00,2019-01-12,-11.04,1,0,cold
15174000,12.79,2019-01-13 00:00:00,2019-01-13,-10.66,1,0,cold
14619000,13.35,2019-01-13 01:00:00,2019-01-13,-10.66,1,0,cold
14441000,13.36,2019-01-13 02:00:00,2019-01-13,-10.66,1,0,cold
14438000,19.29,2019-01-13 03:00:00,2019-01-13,-10.66,1,0,cold
14464000,13.34,2019-01-13 04:00:00,2019-01-13,-10.66,1,0,cold
14565000,10.84,2019-01-13 05:00:00,2019-01-13,-10.66,1,0,cold
14998000,7.84,2019-01-13 06:00:00,2019-01-13,-10.66,1,0,cold
15741000,11.49,2019-01-13 07:00:00,2019-01-13,-10.66,1,0,cold
16248000,11.56,2019-01-13 08:00:00,2019-01-13,-10.66,1,0,cold
16384000,5.99,2019-01-13 09:00:00,2019-01-13,-10.66,1,0,cold
16230000,13.32,2019-01-13 10:00:00,2019-01-13,-10.66,1,0,cold
16250000,13.34,2019-01-13 11:00:00,2019-01-13,-10.66,1,0,cold
16322000,28.94,2019-01-13 12:00:00,2019-01-13,-10.66,1,0,cold
16231000,27.5,2019-01-13 13:00:00,2019-01-13,-10.66,1,0,cold
16316000,19.49,2019-01-13 14:00:00,2019-01-13,-10.66,1,0,cold
16769000,20.12,2019-01-13 15:00:00,2019-01-13,-10.66,1,0,cold
17804000,29.19,2019-01-13 16:00:00,2019-01-13,-10.66,1,0,cold
19220000,38.85,2019-01-13 17:00:00,2019-01-13,-10.66,1,0,cold
19314000,32.86,2019-01-13 18:00:00,2019-01-13,-10.66,1,0,cold
18788000,36.58,2019-01-13 19:00:00,2019-01-13,-10.66,1,0,cold
18315000,30.57,2019-01-13 20:00:00,2019-01-13,-10.66,1,0,cold
17814000,29.45,2019-01-13 21:00:00,2019-01-13,-10.66,1,0,cold
16980000,27.65,2019-01-13 22:00:00,2019-01-13,-10.66,1,0,cold
16052000,22.85,2019-01-13 23:00:00,2019-01-13,-10.66,1,0,cold
15459000,45.6,2019-01-14 00:00:00,2019-01-14,-8.1,1,0,cold
14977000,36.6,2019-01-14 01:00:00,2019-01-14,-8.1,1,0,cold
14979000,22.06,2019-01-14 02:00:00,2019-01-14,-8.1,1,0,cold
15050000,46.96,2019-01-14 03:00:00,2019-01-14,-8.1,1,0,cold
15228000,25.73,2019-01-14 04:00:00,2019-01-14,-8.1,1,0,cold
15856000,26.82,2019-01-14 05:00:00,2019-01-14,-8.1,1,0,cold
17157000,28.7,2019-01-14 06:00:00,2019-01-14,-8.1,1,0,cold
18718000,45.41,2019-01-14 07:00:00,2019-01-14,-8.1,1,0,cold
18922000,34.42,2019-01-14 08:00:00,2019-01-14,-8.1,1,0,cold
18275000,32.15,2019-01-14 09:00:00,2019-01-14,-8.1,1,0,cold
17968000,30.9,2019-01-14 10:00:00,2019-01-14,-8.1,1,0,cold
17662000,34.94,2019-01-14 11:00:00,2019-01-14,-8.1,1,0,cold
17289000,28.99,2019-01-14 12:00:00,2019-01-14,-8.1,1,0,cold
17147000,29.45,2019-01-14 13:00:00,2019-01-14,-8.1,1,0,cold
17240000,25.53,2019-01-14 14:00:00,2019-01-14,-8.1,1,0,cold
17508000,27.38,2019-01-14 15:00:00,2019-01-14,-8.1,1,0,cold
18283000,27.55,2019-01-14 16:00:00,2019-01-14,-8.1,1,0,cold
19390000,39.64,2019-01-14 17:00:00,2019-01-14,-8.1,1,0,cold
19555000,39.15,2019-01-14 18:00:00,2019-01-14,-8.1,1,0,cold
19291000,33.6,2019-01-14 19:00:00,2019-01-14,-8.1,1,0,cold
18924000,32.96,2019-01-14 20:00:00,2019-01-14,-8.1,1,0,cold
18253000,33.2,2019-01-14 21:00:00,2019-01-14,-8.1,1,0,cold
17031000,27.66,2019-01-14 22:00:00,2019-01-14,-8.1,1,0,cold
15834000,25.76,2019-01-14 23:00:00,2019-01-14,-8.1,1,0,cold
15166000,22.95,2019-01-15 00:00:00,2019-01-15,-4.6,1,0,cold
14607000,28.16,2019-01-15 01:00:00,2019-01-15,-4.6,1,0,cold
14553000,31.05,2019-01-15 02:00:00,2019-01-15,-4.6,1,0,cold
14434000,22.67,2019-01-15 03:00:00,2019-01-15,-4.6,1,0,cold
14610000,14.35,2019-01-15 04:00:00,2019-01-15,-4.6,1,0,cold
15148000,13.69,2019-01-15 05:00:00,2019-01-15,-4.6,1,0,cold
16347000,17.89,2019-01-15 06:00:00,2019-01-15,-4.6,1,0,cold
17705000,34.2,2019-01-15 07:00:00,2019-01-15,-4.6,1,0,cold
18111000,35.21,2019-01-15 08:00:00,2019-01-15,-4.6,1,0,cold
